709	1
731	2
732	4
748	8
834	16
916	32
589	64
773	128
710	256
744	512
731	1024
806	2 MB
906	4 MB
786	8 MB
802	16 MB
943	32 MB
697	64 MB
584	1
731	2
729	4
752	8
791	16
723	32
715	64
755	128
719	256
743	512
744	1024
800	2 MB
750	4 MB
791	8 MB
939	16 MB
1027	32 MB
822	64 MB
708	1
980	2
597	4
746	8
756	16
929	32
719	64
776	128
582	256
896	512
592	1024
917	2 MB
735	4 MB
776	8 MB
979	16 MB
799	32 MB
808	64 MB
709	1
746	2
740	4
796	8
728	16
718	32
718	64
769	128
768	256
753	512
726	1024
771	2 MB
734	4 MB
805	8 MB
1004	16 MB
934	32 MB
692	64 MB
584	1
727	2
724	4
766	8
775	16
728	32
940	64
776	128
710	256
739	512
593	1024
900	2 MB
608	4 MB
934	8 MB
790	16 MB
929	32 MB
683	64 MB
32
582	1
741	2
973	4
740	8
726	16
718	32
598	64
749	128
743	256
752	512
731	1024
948	2 MB
758	4 MB
984	8 MB
1250	16 MB
1319	32 MB
1324	64 MB
714	1
595	2
747	4
749	8
742	16
724	32
723	64
952	128
592	256
743	512
722	1024
802	2 MB
746	4 MB
909	8 MB
1086	16 MB
1470	32 MB
1481	64 MB
717	1
598	2
732	4
753	8
727	16
717	32
735	64
742	128
745	256
611	512
719	1024
771	2 MB
738	4 MB
931	8 MB
1055	16 MB
1431	32 MB
1210	64 MB
717	1
724	2
736	4
755	8
967	16
591	32
712	64
761	128
726	256
959	512
598	1024
914	2 MB
735	4 MB
785	8 MB
1053	16 MB
1450	32 MB
1257	64 MB
64
744	1
726	2
716	4
1060	8
729	16
732	32
587	64
924	128
721	256
778	512
733	1024
801	2 MB
741	4 MB
960	8 MB
1242	16 MB
1774	32 MB
1765	64 MB
711	1
725	2
721	4
824	8
744	16
713	32
716	64
774	128
732	256
741	512
755	1024
800	2 MB
748	4 MB
938	8 MB
1323	16 MB
1958	32 MB
1806	64 MB
1241	1
720	2
714	4
735	8
600	16
710	32
734	64
775	128
716	256
742	512
765	1024
802	2 MB
743	4 MB
960	8 MB
1439	16 MB
1783	32 MB
1832	64 MB
711	1
717	2
586	4
731	8
747	16
722	32
714	64
774	128
720	256
614	512
744	1024
948	2 MB
746	4 MB
811	8 MB
1402	16 MB
2039	32 MB
1671	64 MB
709	1
739	2
737	4
733	8
725	16
593	32
727	64
787	128
743	256
894	512
619	1024
942	2 MB
749	4 MB
1024	8 MB
1458	16 MB
1784	32 MB
1775	64 MB
128
1289	1
724	2
739	4
736	8
723	16
586	32
712	64
780	128
734	256
773	512
731	1024
931	2 MB
749	4 MB
830	8 MB
1214	16 MB
1805	32 MB
1816	64 MB
717	1
720	2
726	4
1070	8
944	16
591	32
734	64
769	128
734	256
761	512
728	1024
944	2 MB
746	4 MB
808	8 MB
1240	16 MB
1964	32 MB
1847	64 MB
593	1
743	2
720	4
724	8
715	16
586	32
716	64
769	128
734	256
753	512
732	1024
800	2 MB
899	4 MB
815	8 MB
1236	16 MB
1967	32 MB
1808	64 MB
724	1
748	2
579	4
721	8
715	16
713	32
733	64
792	128
730	256
747	512
744	1024
802	2 MB
749	4 MB
958	8 MB
1231	16 MB
1806	32 MB
1991	64 MB
729	1
720	2
581	4
724	8
721	16
732	32
601	64
896	128
598	256
746	512
735	1024
934	2 MB
774	4 MB
814	8 MB
1385	16 MB
2040	32 MB
1845	64 MB
256
721	1
593	2
710	4
717	8
584	16
712	32
773	64
754	128
721	256
745	512
742	1024
1031	2 MB
750	4 MB
938	8 MB
1059	16 MB
2163	32 MB
1993	64 MB
604	1
733	2
740	4
731	8
716	16
720	32
594	64
974	128
726	256
767	512
739	1024
949	2 MB
781	4 MB
815	8 MB
1007	16 MB
2205	32 MB
1953	64 MB
720	1
721	2
741	4
734	8
760	16
708	32
597	64
760	128
890	256
751	512
609	1024
933	2 MB
752	4 MB
814	8 MB
1430	16 MB
2027	32 MB
1967	64 MB
718	1
748	2
592	4
720	8
714	16
714	32
587	64
992	128
718	256
742	512
744	1024
949	2 MB
754	4 MB
815	8 MB
1026	16 MB
2154	32 MB
1940	64 MB
727	1
737	2
715	4
801	8
739	16
715	32
719	64
767	128
733	256
746	512
608	1024
969	2 MB
753	4 MB
969	8 MB
1193	16 MB
2008	32 MB
1918	64 MB
